TYPE,GEN,GNDR,AGE ,ETH,PE,ATENDC,NTRGPA,GRDNRMTIME
T,1G,F,1,B,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,1G,F,1,B,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,1G,F,1,M,P,PT,B,S
T,N1G,F,1,M,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,1G,F,1,I,P,PT,B,S
T,1G,F,1,B,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,1G,F,1,W,P,PT,B,S
T,N1G,F,1,M,P,PT,B,S
T,N1G,F,1,W,P,PT,B,S
T,N1G,F,1,M,P,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,1G,M,1,M,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,1G,M,1,M,NP,PT,B,S
T,1G,M,1,M,NP,PT,B,S
T,1G,M,1,M,NP,PT,B,S
T,1G,M,1,B,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,N1G,M,1,B,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,1G,M,1,M,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,1G,M,1,M,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,N1G,M,1,B,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,N1G,M,1,B,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,1G,M,1,W,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,N1G,M,1,M,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,N1G,M,1,W,NP,PT,B,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,P,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,F,1,M,P,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,I,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,B,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,N1G,F,1,B,P,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,I,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,P,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,P,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,M,P,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,B,P,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,I,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,M,P,PT,A,S
T,1G,F,1,B,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,N1G,F,1,B,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,N1G,F,1,M,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,F,1,W,P,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,P,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,I,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,P,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,F,1,M,P,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,I,NP,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,I,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,F,1,W,P,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,I,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,I,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,P,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,P,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,P,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,I,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,B,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,M,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,F,1,B,P,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,B,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,I,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,NP,PT,A,S
T,1G,M,1,W,NP,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,M,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,P,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,P,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,B,P,PT,A,S
T,1G,M,1,I,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,I,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,P,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,I,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,B,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,P,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,P,P,PT,A,S
T,N1G,M,1,P,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,N1G,M,1,P,P,PT,A,S
T,N1G,M,1,W,P,PT,A,S
T,1G,M,1,W,P,PT,A,S
T,1G,M,1,I,P,PT,A,S
